DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,0048261
bfd_223500,#831818
bfd_012671,#831818
bfd_015568,#831818
bfd_088806,#831818
bfd_030700,#831818
bfd_269374,#831818
bfd_080243,#831818
bfd_176176,#831818
bfd_010710,#831818
bfd_165174,#831818
bfd_059730,#831818
bfd_020057,#831818
bfd_036516,#831818
bfd_047463,#831818
bfd_004400,#831818
bfd_003400,#831818
bfd_005429,#831818
bfd_041740,#831818
bfd_011852,#831818
bfd_021925,#831818
bfd_029263,#831818
bfd_006402,#831818
bfd_034046,#831818
bfd_063109,#831818
bfd_005577,#831818
bfd_008555,#831818
bfd_019590,#831818
bfd_023060,#831818
bfd_059973,#831818
bfd_020137,#831818
bfd_011573,#831818
bfd_000731,#831818
bfd_000626,#831818
bfd_022481,#831818
bfd_003976,#831818
bfd_005618,#831818
bfd_027237,#831818
bfd_025811,#831818
bfd_218193,#831818
bfd_126995,#831818
bfd_151604,#831818
bfd_037435,#831818
bfd_122666,#831818
bfd_039376,#831818
bfd_092707,#831818
bfd_138566,#831818
bfd_025355,#831818
bfd_096133,#831818
bfd_018396,#831818
bfd_190494,#831818
bfd_088803,#831818
bfd_017638,#831818
bfd_009129,#831818
bfd_025189,#831818
bfd_022186,#831818
bfd_085201,#831818
bfd_001905,#831818
bfd_148848,#831818
bfd_012678,#831818
bfd_013995,#831818
bfd_005576,#831818
bfd_017642,#831818
bfd_010122,#831818
bfd_026321,#831818
bfd_005968,#831818
bfd_043606,#831818
bfd_076366,#831818
bfd_170780,#831818
bfd_081072,#831818
bfd_000240,#831818
bfd_104804,#831818
bfd_050713,#831818
bfd_004132,#831818
bfd_170353,#831818
bfd_124930,#831818
bfd_035137,#831818
bfd_020081,#831818
bfd_028841,#831818
bfd_128050,#831818
bfd_060352,#831818
bfd_126974,#831818
bfd_070316,#831818
bfd_139496,#831818
bfd_007587,#831818
bfd_213795,#831818
bfd_010373,#831818
bfd_091197,#831818
bfd_175970,#831818
bfd_000526,#831818
bfd_007412,#831818
bfd_012186,#831818
bfd_009404,#831818
bfd_034390,#831818
bfd_023073,#831818
bfd_078968,#831818
bfd_047156,#831818
bfd_023914,#831818
bfd_028819,#831818
bfd_004758,#831818
bfd_007057,#831818
bfd_056389,#831818
bfd_017489,#831818
bfd_003382,#831818
bfd_004330,#831818
bfd_079902,#831818
bfd_085589,#831818
bfd_016420,#831818
bfd_136263,#831818
bfd_081700,#831818
bfd_036504,#831818
bfd_049451,#831818
bfd_068976,#831818
bfd_021162,#831818
bfd_008155,#831818
bfd_004445,#831818
bfd_051421,#831818
bfd_004175,#831818
bfd_103871,#831818
bfd_124919,#831818
bfd_009663,#831818
bfd_060675,#831818
bfd_094900,#831818
bfd_008787,#831818
bfd_007148,#831818
bfd_128679,#831818
bfd_012840,#831818
bfd_012424,#831818
bfd_126996,#831818
bfd_028973,#831818
bfd_088471,#831818
bfd_126966,#831818
bfd_142573,#831818
bfd_010512,#831818
bfd_013915,#831818
bfd_015016,#831818
bfd_005927,#831818
bfd_017272,#831818
bfd_017822,#831818
bfd_008889,#831818
bfd_016258,#831818
bfd_036560,#831818
bfd_012031,#831818
bfd_014305,#831818
bfd_003918,#831818
bfd_129188,#831818
bfd_039217,#831818
bfd_128706,#831818
bfd_130152,#831818
bfd_127626,#831818
bfd_228205,#831818
bfd_020090,#831818
bfd_124922,#831818
bfd_004901,#831818
bfd_133056,#831818
bfd_050169,#831818
bfd_022079,#831818
bfd_013650,#831818
bfd_081078,#831818
bfd_035202,#831818
bfd_061169,#831818
bfd_057311,#831818
bfd_158066,#831818
bfd_088821,#831818
bfd_011871,#831818
bfd_025804,#831818
bfd_053128,#831818
bfd_002204,#831818
bfd_037453,#831818
bfd_127862,#831818
bfd_089510,#831818
bfd_028952,#831818
bfd_019120,#831818
bfd_032793,#831818
bfd_003326,#831818
bfd_159396,#831818
bfd_025245,#831818
bfd_013910,#831818
bfd_000959,#831818
bfd_004134,#831818
bfd_012583,#831818
bfd_013586,#831818
bfd_083955,#831818
bfd_041809,#831818
bfd_136054,#831818
bfd_141329,#831818
bfd_008342,#831818
bfd_001502,#831818
bfd_004944,#831818
bfd_023063,#831818
bfd_000208,#831818
bfd_009051,#831818
bfd_019090,#831818
bfd_104539,#831818
bfd_045249,#831818
bfd_001654,#831818
bfd_147518,#831818
bfd_041125,#831818
bfd_025344,#831818
bfd_129753,#831818
bfd_030570,#831818
bfd_129084,#831818
bfd_016372,#831818
bfd_056652,#831818
bfd_127347,#831818
bfd_048695,#831818
bfd_004234,#831818
bfd_129779,#831818
bfd_002895,#831818
bfd_076418,#831818
bfd_003993,#831818
bfd_066787,#831818
bfd_089468,#831818
bfd_127185,#831818
bfd_013179,#831818
bfd_077265,#831818
bfd_072013,#831818
bfd_013867,#831818
bfd_005971,#831818
bfd_025341,#831818
bfd_032626,#831818
bfd_007891,#831818
bfd_160135,#831818
bfd_011438,#831818
bfd_017571,#831818
bfd_047562,#831818
bfd_009542,#831818
bfd_056662,#831818
bfd_033789,#831818
bfd_005165,#831818
bfd_193578,#831818
bfd_007083,#831818
bfd_129654,#831818
bfd_021197,#831818
bfd_041233,#831818
bfd_000065,#831818
bfd_026720,#831818
bfd_005905,#831818
bfd_012046,#831818
bfd_129132,#831818
bfd_002700,#831818
bfd_124630,#831818
bfd_012994,#831818
bfd_160093,#831818
bfd_081059,#831818
bfd_129047,#831818
bfd_009650,#831818
bfd_141327,#831818
bfd_173614,#831818
bfd_030580,#831818
bfd_002110,#831818
bfd_028495,#831818
bfd_088812,#831818
bfd_004436,#831818
bfd_036074,#831818
bfd_036586,#831818
bfd_014307,#831818
bfd_176875,#831818
bfd_019126,#831818
bfd_007797,#831818
bfd_113038,#831818
bfd_038288,#831818
bfd_167461,#831818
bfd_042007,#831818
bfd_003928,#831818
bfd_026829,#831818
bfd_147381,#831818
bfd_090477,#831818
bfd_097364,#831818
bfd_064886,#831818
bfd_025644,#831818
bfd_000133,#831818
bfd_188454,#831818
bfd_006199,#831818
bfd_084813,#831818
bfd_078777,#831818
bfd_141243,#831818
bfd_079874,#831818
bfd_010407,#831818
bfd_017752,#831818
bfd_171618,#831818
bfd_146935,#831818
bfd_052777,#831818
bfd_007138,#831818
bfd_128678,#831818
bfd_242744,#831818
bfd_127091,#831818
bfd_144770,#831818
bfd_128475,#831818
bfd_155552,#831818
bfd_144837,#831818
bfd_138495,#831818
bfd_145498,#831818
bfd_189638,#831818
bfd_143744,#831818
bfd_257254,#831818
bfd_153296,#831818
bfd_239833,#831818
bfd_127023,#831818
bfd_241596,#831818
bfd_128130,#831818
bfd_133263,#831818
bfd_237218,#831818
bfd_140453,#831818
bfd_134596,#831818
bfd_129761,#831818
bfd_247695,#831818
bfd_163646,#831818
bfd_127886,#831818
bfd_151579,#831818
bfd_147869,#831818
bfd_135821,#831818
bfd_141328,#831818
bfd_252007,#831818
bfd_142414,#831818
bfd_165528,#831818
bfd_149516,#831818
bfd_129590,#831818
bfd_230766,#831818
bfd_156434,#831818
bfd_136047,#831818
bfd_235364,#831818
bfd_128395,#831818
bfd_177554,#831818
bfd_130232,#831818
bfd_130901,#831818
bfd_127952,#831818
bfd_165643,#831818
bfd_182480,#831818
bfd_171105,#831818
bfd_163793,#831818
bfd_159862,#831818
bfd_154776,#831818
bfd_146403,#831818
bfd_136068,#831818
bfd_158788,#831818
bfd_221890,#831818
bfd_258022,#831818
bfd_190311,#831818
bfd_247185,#831818
bfd_223319,#831818
bfd_153754,#831818
bfd_176967,#831818
bfd_213640,#831818
bfd_127671,#831818
bfd_140377,#831818
bfd_247804,#831818
bfd_171094,#831818
bfd_218682,#831818
bfd_147705,#831818
bfd_188839,#831818
bfd_167221,#831818
bfd_127178,#831818
bfd_196888,#831818
bfd_143271,#831818
bfd_148260,#831818
bfd_175918,#831818
bfd_131815,#831818
bfd_147711,#831818
bfd_128680,#831818
bfd_153756,#831818
bfd_198648,#831818
bfd_161644,#831818
bfd_162323,#831818
bfd_247195,#831818
bfd_247772,#831818
bfd_129049,#831818
bfd_188383,#831818
bfd_205616,#831818
bfd_141340,#831818
bfd_128625,#831818
bfd_239292,#831818
bfd_164008,#831818
bfd_133687,#831818
bfd_144774,#831818
bfd_135918,#831818
bfd_130863,#831818
bfd_167416,#831818
bfd_138853,#831818
bfd_237274,#831818
bfd_130383,#831818
bfd_136100,#831818
bfd_246968,#831818
bfd_159753,#831818
bfd_149003,#831818
bfd_143847,#831818
bfd_133048,#831818
bfd_153791,#831818
bfd_128074,#831818
bfd_181869,#831818
bfd_235371,#831818
bfd_136497,#831818
bfd_137830,#831818
bfd_129823,#831818
bfd_136499,#831818
bfd_129769,#831818
bfd_147400,#831818
bfd_173429,#831818
bfd_273143,#831818
bfd_141672,#831818
bfd_135695,#831818
bfd_165662,#831818
bfd_159471,#831818
bfd_177180,#831818
bfd_177284,#831818
bfd_143844,#831818
bfd_177557,#831818
bfd_242692,#831818
bfd_185878,#831818
bfd_132910,#831818
bfd_172737,#831818
bfd_128143,#831818
bfd_242875,#831818
bfd_127275,#831818
bfd_239831,#831818
bfd_205654,#831818
bfd_147521,#831818
bfd_134090,#831818
bfd_131585,#831818
bfd_134613,#831818
bfd_163704,#831818
bfd_138717,#831818
bfd_136476,#831818
bfd_272201,#831818
bfd_166833,#831818
bfd_156924,#831818
bfd_212975,#831818
bfd_165524,#831818
bfd_148221,#831818
bfd_220755,#831818
bfd_153583,#831818
bfd_126976,#831818
bfd_216604,#831818
bfd_217189,#831818
bfd_130116,#831818
bfd_129212,#831818
bfd_255173,#831818
bfd_153295,#831818
bfd_201976,#831818
bfd_136492,#831818
bfd_128117,#831818
bfd_129066,#831818
bfd_177988,#831818
bfd_138425,#831818
bfd_133084,#831818
bfd_218352,#831818
bfd_177308,#831818
bfd_129931,#831818
bfd_138258,#831818
bfd_126975,#831818
bfd_170305,#831818
bfd_136098,#831818
bfd_187798,#831818
bfd_173317,#831818
bfd_142903,#831818
bfd_130735,#831818
bfd_161030,#831818
bfd_176881,#831818
bfd_182381,#831818
bfd_189683,#831818
bfd_168171,#831818
bfd_148856,#831818
bfd_173686,#831818
bfd_206798,#831818
bfd_181172,#831818
bfd_131782,#831818
bfd_213989,#831818
bfd_127858,#831818
bfd_165627,#831818
bfd_136273,#831818
mgnify_new_006834,#831818
mgnify_new_156167,#831818
mgnify_new_006108,#831818
mgnify_new_081363,#831818
mgnify_new_031598,#831818
mgnify_new_066364,#831818
mgnify_new_026050,#831818
mgnify_new_004361,#831818
mgnify_new_162671,#831818
mgnify_new_008671,#831818
mgnify_new_007091,#831818
mgnify_new_049818,#831818
mgnify_new_010752,#831818
mgnify_new_027021,#831818
mgnify_new_028378,#831818
mgnify_new_028718,#831818
mgnify_new_087714,#831818
mgnify_new_014723,#831818
mgnify_new_049267,#831818
mgnify_new_006147,#831818
mgnify_new_023699,#831818
mgnify_new_024809,#831818
mgnify_new_005275,#831818
mgnify_new_006304,#831818
mgnify_new_022572,#831818
mgnify_new_005892,#831818
mgnify_new_041442,#831818
mgnify_new_020887,#831818
mgnify_new_026047,#831818
mgnify_new_025970,#831818
mgnify_new_045993,#831818
mgnify_new_035379,#831818
mgnify_new_022588,#831818
mgnify_new_015279,#831818
mgnify_new_010863,#831818
mgnify_new_018822,#831818
mgnify_new_045550,#831818
mgnify_new_022577,#831818
mgnify_new_000378,#831818
mgnify_new_022674,#831818
mgnify_new_026007,#831818
mgnify_new_031920,#831818
mgnify_new_046268,#831818
mgnify_new_012895,#831818
mgnify_new_038888,#831818
mgnify_new_017999,#831818
mgnify_new_031335,#831818
mgnify_new_039504,#831818
mgnify_new_028359,#831818
mgnify_new_064468,#831818
mgnify_new_015077,#831818
mgnify_new_165253,#831818
mgnify_new_032652,#831818
mgnify_new_118992,#831818
mgnify_new_008060,#831818
mgnify_new_003023,#831818
mgnify_new_049501,#831818
mgnify_new_200257,#831818
mgnify_new_035778,#831818
mgnify_new_041104,#831818
mgnify_new_173259,#831818
mgnify_new_039288,#831818
mgnify_new_018669,#831818
mgnify_new_102418,#831818
mgnify_new_165293,#831818
mgnify_new_046370,#831818
mgnify_new_024723,#831818
mgnify_new_172891,#831818
mgnify_new_074056,#831818
mgnify_new_043165,#831818
mgnify_new_035678,#831818
mgnify_new_192702,#831818
mgnify_new_029566,#831818
mgnify_new_017519,#831818
mgnify_new_027735,#831818
mgnify_new_036818,#831818
mgnify_new_021896,#831818
mgnify_new_037639,#831818
mgnify_new_047213,#831818
mgnify_new_007879,#831818
mgnify_new_028847,#831818
mgnify_new_023826,#831818
mgnify_new_034664,#831818
mgnify_new_018476,#831818
mgnify_new_177075,#831818
mgnify_new_003982,#831818
mgnify_new_013276,#831818
mgnify_new_046695,#831818
mgnify_new_130047,#831818
mgnify_new_002901,#831818
mgnify_new_103800,#831818
mgnify_new_191523,#831818
mgnify_new_050303,#831818
mgnify_new_026017,#831818
mgnify_new_024171,#831818
mgnify_new_002103,#831818
mgnify_new_001557,#831818
mgnify_new_016163,#831818
mgnify_new_187923,#831818
mgnify_new_129188,#831818
mgnify_new_024370,#831818
mgnify_new_002276,#831818
mgnify_new_037562,#831818
mgnify_new_013803,#831818
mgnify_new_017102,#831818
mgnify_new_038176,#831818
mgnify_new_028469,#831818
mgnify_new_021282,#831818
mgnify_new_071815,#831818
mgnify_new_029036,#831818
mgnify_new_196839,#831818
mgnify_new_006956,#831818
mgnify_new_012249,#831818
mgnify_new_146865,#831818
mgnify_new_013262,#831818
mgnify_new_002465,#831818
mgnify_new_049346,#831818
mgnify_new_198480,#831818
mgnify_new_016212,#831818
mgnify_new_026349,#831818
mgnify_new_038784,#831818
mgnify_new_007577,#831818
mgnify_new_185743,#831818
mgnify_new_026929,#831818
mgnify_new_005097,#831818
mgnify_new_037778,#831818
mgnify_new_006422,#831818
mgnify_new_034536,#831818
mgnify_new_095407,#831818
mgnify_new_044480,#831818
mgnify_new_006518,#831818
mgnify_new_097182,#831818
mgnify_new_025125,#831818
mgnify_new_024716,#831818
mgnify_new_033739,#831818
mgnify_new_034681,#831818
mgnify_new_005081,#831818
mgnify_new_154489,#831818
mgnify_new_151691,#831818
mgnify_new_175628,#831818
mgnify_new_024211,#831818
mgnify_new_031884,#831818
mgnify_new_051656,#831818
mgnify_new_028962,#831818
mgnify_new_003539,#831818
mgnify_new_048253,#831818
mgnify_new_010670,#831818
mgnify_new_048552,#831818
mgnify_new_023157,#831818
mgnify_new_012252,#831818
mgnify_new_037654,#831818
mgnify_new_038347,#831818
mgnify_new_048936,#831818
mgnify_new_181592,#831818
mgnify_new_014583,#831818
mgnify_new_017278,#831818
mgnify_new_010602,#831818
mgnify_new_157279,#831818
mgnify_new_016469,#831818
mgnify_new_037637,#831818
mgnify_new_052139,#831818
mgnify_new_171125,#831818
mgnify_new_043077,#831818
mgnify_new_044118,#831818
mgnify_new_051110,#831818
mgnify_new_021432,#831818
mgnify_new_014735,#831818
mgnify_new_050918,#831818
mgnify_new_031745,#831818
mgnify_new_028004,#831818
mgnify_new_041771,#831818
mgnify_new_049001,#831818
mgnify_new_173289,#831818
mgnify_new_044538,#831818
mgnify_new_016200,#831818
mgnify_new_007636,#831818
mgnify_new_030001,#831818
mgnify_new_022020,#831818
mgnify_new_078972,#831818
mgnify_new_016421,#831818
mgnify_new_022563,#831818
mgnify_new_049254,#831818
mgnify_new_045795,#831818
mgnify_new_045456,#831818
mgnify_new_011176,#831818
mgnify_new_023236,#831818
mgnify_new_178284,#831818
mgnify_new_000157,#831818
mgnify_new_134060,#831818
mgnify_new_049027,#831818
mgnify_new_022973,#831818
mgnify_new_029439,#831818
mgnify_new_007611,#831818
mgnify_new_018870,#831818
mgnify_new_021704,#831818
mgnify_new_051325,#831818
mgnify_new_008061,#831818
mgnify_new_040752,#831818
mgnify_new_189429,#831818
mgnify_new_009805,#831818
mgnify_new_043256,#831818
mgnify_new_008245,#831818
mgnify_new_004093,#831818
mgnify_new_152619,#831818
mgnify_new_145586,#831818
mgnify_new_031755,#831818
mgnify_new_004869,#831818
mgnify_new_122442,#831818
mgnify_new_111250,#831818
mgnify_new_193147,#831818
mgnify_new_031589,#831818
mgnify_new_039424,#831818
mgnify_new_004978,#831818
mgnify_new_075342,#831818
mgnify_new_017021,#831818
mgnify_new_024147,#831818
mgnify_new_123681,#831818
mgnify_new_010153,#831818
mgnify_new_048370,#831818
mgnify_new_007390,#831818
mgnify_new_141804,#831818
mgnify_new_025252,#831818
mgnify_new_037173,#831818
mgnify_new_105455,#831818
mgnify_new_001215,#831818
mgnify_new_042203,#831818
mgnify_new_044955,#831818
mgnify_new_109311,#831818
mgnify_new_025007,#831818
mgnify_new_032973,#831818
mgnify_new_019893,#831818
mgnify_new_177431,#831818
mgnify_new_126116,#831818
mgnify_new_137189,#831818
mgnify_new_060354,#831818
mgnify_new_200726,#831818
mgnify_new_083463,#831818
mgnify_new_076555,#831818
mgnify_new_100878,#831818
mgnify_new_138913,#831818
mgnify_new_205941,#831818
mgnify_new_092024,#831818
mgnify_new_120094,#831818
mgnify_new_158943,#831818
mgnify_new_106656,#831818
mgnify_new_115514,#831818
mgnify_new_072856,#831818
mgnify_new_148537,#831818
mgnify_new_149752,#831818
mgnify_new_082852,#831818
mgnify_new_110702,#831818
mgnify_new_069198,#831818
mgnify_new_104372,#831818
mgnify_new_164582,#831818
mgnify_new_116687,#831818
mgnify_new_183298,#831818
mgnify_new_158210,#831818
mgnify_new_153472,#831818
mgnify_new_172683,#831818
mgnify_new_057727,#831818
mgnify_new_201119,#831818
mgnify_new_137344,#831818
mgnify_new_147116,#831818
mgnify_new_063749,#831818
mgnify_new_184286,#831818
mgnify_new_139824,#831818
mgnify_new_111376,#831818
mgnify_new_067353,#831818
mgnify_new_176918,#831818
mgnify_new_119924,#831818
mgnify_new_064921,#831818
mgnify_new_147135,#831818
mgnify_new_131421,#831818
mgnify_new_150009,#831818
mgnify_new_069207,#831818
mgnify_new_145125,#831818
mgnify_new_146567,#831818
mgnify_new_070924,#831818
mgnify_new_181650,#831818
mgnify_new_054609,#831818
mgnify_new_184624,#831818
mgnify_new_155813,#831818
mgnify_new_181762,#831818
mgnify_new_137706,#831818
mgnify_new_109667,#831818
mgnify_new_159144,#831818
mgnify_new_178627,#831818
mgnify_new_094946,#831818
mgnify_new_120235,#831818
mgnify_new_065643,#831818
mgnify_new_146760,#831818
mgnify_new_166123,#831818
mgnify_new_079341,#831818
mgnify_new_178902,#831818
mgnify_new_064433,#831818
mgnify_new_162656,#831818
mgnify_new_132231,#831818
mgnify_new_192738,#831818
mgnify_new_166425,#831818
mgnify_new_106017,#831818
mgnify_new_206364,#831818
mgnify_new_181490,#831818
mgnify_new_095161,#831818
mgnify_new_117050,#831818
mgnify_new_168773,#831818
mgnify_new_138867,#831818
mgnify_new_124578,#831818
mgnify_new_168834,#831818
mgnify_new_126834,#831818
mgnify_new_141819,#831818
mgnify_new_134280,#831818
mgnify_new_157248,#831818
mgnify_new_084352,#831818
mgnify_new_206126,#831818
mgnify_new_105852,#831818
mgnify_new_061407,#831818
mgnify_new_193241,#831818
mgnify_new_159769,#831818
mgnify_new_193326,#831818
mgnify_new_061406,#831818
mgnify_new_188989,#831818
mgnify_new_109346,#831818
mgnify_new_115643,#831818
mgnify_new_205051,#831818
mgnify_new_064602,#831818
mgnify_new_086621,#831818
mgnify_new_108191,#831818
mgnify_new_122692,#831818
mgnify_new_127848,#831818
mgnify_new_088923,#831818
mgnify_new_102543,#831818
mgnify_new_203136,#831818
mgnify_new_164599,#831818
mgnify_new_064243,#831818
mgnify_new_162612,#831818
mgnify_new_197206,#831818
mgnify_new_162302,#831818
mgnify_new_081926,#831818
mgnify_new_150532,#831818
mgnify_new_196101,#831818
mgnify_new_200319,#831818
mgnify_new_108239,#831818
mgnify_new_202444,#831818
mgnify_new_117067,#831818
mgnify_new_186323,#831818
mgnify_new_054932,#831818
mgnify_new_166332,#831818
mgnify_new_161667,#831818
mgnify_new_163524,#831818
mgnify_new_106690,#831818
mgnify_new_082917,#831818
mgnify_new_142046,#831818
mgnify_new_188945,#831818
mgnify_new_140258,#831818
mgnify_new_124332,#831818
mgnify_new_182416,#831818
mgnify_new_184879,#831818
mgnify_new_112893,#831818
mgnify_new_114515,#831818
mgnify_new_081599,#831818
mgnify_new_126700,#831818
mgnify_new_115559,#831818
mgnify_new_066529,#831818
mgnify_new_099143,#831818
mgnify_new_187136,#831818
mgnify_new_189714,#831818
mgnify_new_179162,#831818
mgnify_new_071024,#831818
mgnify_new_147319,#831818
mgnify_new_071906,#831818
mgnify_new_136819,#831818
mgnify_new_080565,#831818
mgnify_new_167246,#831818
mgnify_new_141958,#831818
mgnify_new_162701,#831818
mgnify_new_081758,#831818
mgnify_new_071827,#831818
mgnify_new_137473,#831818
mgnify_new_190060,#831818
mgnify_new_125596,#831818
mgnify_new_110520,#831818
mgnify_new_157177,#831818
mgnify_new_116588,#831818
mgnify_new_172590,#831818
mgnify_new_199604,#831818
mgnify_new_063635,#831818
mgnify_new_172751,#831818
mgnify_new_142890,#831818
mgnify_new_072828,#831818
mgnify_new_173157,#831818
mgnify_new_207695,#831818
mgnify_new_097527,#831818
mgnify_new_206259,#831818
mgnify_new_082817,#831818
mgnify_new_206568,#831818
mgnify_new_146874,#831818
mgnify_new_107304,#831818
mgnify_new_066888,#831818
mgnify_new_125329,#831818
mgnify_new_081057,#831818
mgnify_new_088075,#831818
mgnify_new_173088,#831818
mgnify_new_106604,#831818
mgnify_new_115077,#831818
mgnify_new_085137,#831818
mgnify_new_140794,#831818
mgnify_new_067256,#831818
mgnify_new_097200,#831818
mgnify_new_171911,#831818
mgnify_new_111913,#831818
mgnify_new_069731,#831818
mgnify_new_071096,#831818
mgnify_new_205223,#831818
mgnify_new_152014,#831818
mgnify_new_137905,#831818
mgnify_new_095387,#831818
mgnify_new_081770,#831818
mgnify_new_189126,#831818
mgnify_new_088690,#831818
mgnify_new_138840,#831818
mgnify_new_180236,#831818
mgnify_new_102430,#831818
mgnify_new_129518,#831818
onekp_008930,#831818
onekp_011364,#831818
onekp_007485,#831818
onekp_007945,#831818
onekp_012001,#831818
onekp_006357,#831818
onekp_003665,#831818
onekp_006233,#831818
onekp_002661,#831818
onekp_001209,#831818
onekp_008044,#831818
onekp_001504,#831818
onekp_004799,#831818
onekp_004665,#831818
onekp_004410,#831818
onekp_004547,#831818
onekp_006237,#831818
onekp_000690,#831818
onekp_001083,#831818
onekp_001492,#831818
onekp_000747,#831818
onekp_006087,#831818
onekp_005211,#831818
onekp_001994,#831818
onekp_012177,#831818
onekp_004040,#831818
onekp_007119,#831818
onekp_010950,#831818
onekp_010883,#831818
onekp_007961,#831818
onekp_004997,#831818
onekp_008164,#831818
onekp_011100,#831818
onekp_008638,#831818
onekp_009599,#831818
onekp_004804,#831818
onekp_009362,#831818
onekp_007868,#831818
onekp_008145,#831818
onekp_003920,#831818
onekp_011379,#831818
onekp_006791,#831818
onekp_008171,#831818
onekp_008592,#831818
onekp_009718,#831818
onekp_006231,#831818
onekp_011885,#831818
onekp_004199,#831818
