id	PF06330.14	PF01397.24	PF03936.19	PF00494.22	PF13249.9	PF19086.3	PF13243.9	0041184	0053354	0053355	0048261	0048806	0046340	0047573	superkingdom	kingdom	phylum
bfd_062655	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_005880	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_017719	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_076603	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_019507	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_073935	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_010296	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Eukaryota	Viridiplantae	Streptophyta
bfd_063357	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_016672	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_061968	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_106474	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_000276	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_076349	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_000685	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_099534	0.0	0.0	0.0	0.0	1.0	0.0	0.0								Metagenome	environmental	unknown
bfd_204880	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Bacteria	unknown	Cyanobacteria
bfd_011685	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_002879	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_057233	0.0	0.0	0.0	0.0	0.0	0.0	1.0								unknown	unknown	unknown
bfd_112293	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_012683	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_007165	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_049114	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_036469	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_040283	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_011348	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_096905	0.0	0.0	0.0	0.0	0.0	0.0	1.0								unknown	unknown	unknown
bfd_053991	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_077697	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_014157	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_032448	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_056941	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_041410	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_056518	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Bacteria	unknown	Actinomycetota
bfd_086180	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_009939	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_022931	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_067308	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_002626	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_084023	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_021633	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_015260	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_100214	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_000721	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_088548	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_029735	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_024929	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_075258	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_071114	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_033857	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_125338	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_067178	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_085327	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_061270	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_027246	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_040038	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_036757	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Metagenome	environmental	unknown
bfd_033260	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	Metagenome	environmental	unknown
bfd_012630	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Bacteria	unknown	Planctomycetota
bfd_060718	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_168170	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_029217	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_004471	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_087606	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_162103	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_111549	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_000927	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_190282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_036007	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_135713	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_000907	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_216964	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_061489	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_007023	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_006821	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_039974	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_032949	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_115527	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_003055	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Bacteria	unknown	Verrucomicrobiota
bfd_114355	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_035297	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_141308	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Archaea	unknown	Euryarchaeota
bfd_021882	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_023135	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_002391	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_034004	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_087543	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Eukaryota	Fungi	Ascomycota
bfd_122003	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_024501	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_121575	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_070790	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_014688	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	unknown	unknown	unknown
bfd_032785	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_022885	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_004005	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_058118	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_036115	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Bacteria	unknown	Planctomycetota
bfd_027581	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_028018	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_028140	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_060356	0.0	0.0	0.0	0.0	0.0	0.0	1.0								Metagenome	environmental	unknown
bfd_061904	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_077737	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_016430	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_066852	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_045749	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_052618	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_006029	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_080852	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	Metagenome	environmental	unknown
bfd_005309	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Bacteria	unknown	Actinomycetota
bfd_014324	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_031596	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_003722	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_056797	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_040041	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_060795	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_002806	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_057810	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_022568	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_063441	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_067118	0.0	0.0	0.0	0.0	0.0	0.0	1.0								unknown	unknown	unknown
bfd_122223	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_038361	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_006972	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_010751	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_003430	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_003243	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_059429	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_037559	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_031620	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	Metagenome	environmental	unknown
bfd_083599	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_074909	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_000638	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_019794	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	Eukaryota	Metazoa	Arthropoda
bfd_002983	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_029923	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Metagenome	environmental	unknown
bfd_074759	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_022748	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_007020	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_067296	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Eukaryota	Fungi	Basidiomycota
bfd_088552	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_036884	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_011918	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_077056	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_100987	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_052650	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_008503	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_003017	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_114588	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_021567	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_015731	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_015545	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_033292	0.0	0.0	0.0	0.0	1.0	0.0	1.0								unknown	unknown	unknown
bfd_035677	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_000154	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_138602	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_034618	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_159755	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_000716	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_102107	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_057225	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_067012	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_007176	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_016509	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_003355	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_003798	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_005732	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_001107	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_066252	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_010022	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_004756	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_013793	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_038240	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_006130	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_060199	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Metagenome	environmental	unknown
bfd_032119	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_037293	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_005475	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_028251	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_001000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_017120	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_002600	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_040419	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	Metagenome	environmental	unknown
bfd_100533	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_003110	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_177183	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Eukaryota	Fungi	Ascomycota
bfd_008243	0.0	0.0	0.0	0.0	0.0	0.0	1.0								Metagenome	environmental	unknown
bfd_209311	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_000623	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_078819	0.0	0.0	0.0	0.0	0.0	0.0	1.0								Metagenome	environmental	unknown
bfd_043500	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_020097	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_016932	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_033261	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_078987	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_000587	0.0	0.0	0.0	1.0	0.0	0.0	0.0								unknown	unknown	unknown
bfd_095563	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Bacteria	unknown	Pseudomonadota
bfd_089367	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_023609	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
bfd_045448	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Bacteria	unknown	Bacillota
bfd_033921	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_070693	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_038729	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_052440	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_033194	0.0	0.0	0.0	0.0	1.0	0.0	1.0								Metagenome	environmental	unknown
bfd_089450	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_051280	0.0	0.0	0.0	1.0	0.0	0.0	1.0								Metagenome	environmental	unknown
bfd_038155	0.0	0.0	0.0	1.0	0.0	0.0	0.0								Metagenome	environmental	unknown
